number,title,front,back,text_path,preview,source
86,第八十六大吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤086a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤086b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\086\原文086.txt,第八十六大吉 /  / 第八十六大吉 / 日文漢字 / 日文漢字 / 花發應陽臺,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第086籤.htm
87,第八十七大吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤087a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤087b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\087\原文087.txt,第八十七大吉 /  / 第八十七大吉 / 日文漢字 / 日文漢字 / 鑿石方逢玉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第087籤.htm
88,第八十八凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤088a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤088b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\088\原文088.txt,第八十八凶 /  / 第八十八凶 / 日文漢字 / 日文漢字 / 作事不和同,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第088籤.htm
89,第八十九大吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤089a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤089b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\089\原文089.txt,第八十九大吉 /  / 第八十九大吉 / 日文漢字 / 日文漢字 / 一片無瑕玉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第089籤.htm
90,第九十大吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤090a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤090b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\090\原文090.txt,第九十大吉 /  / 第九十大吉 / 日文漢字 / 日文漢字 / 一信向天飛,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第090籤.htm
91,第九十一吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤091a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤091b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\091\原文091.txt,第九十一吉 /  / 第九十一吉 / 日文漢字 / 日文漢字 / 改變前途去,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第091籤.htm
92,第九十二吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤092a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤092b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\092\原文092.txt,第九十二吉 /  / 第九十二吉 / 日文漢字 / 日文漢字 / 自幼常為旅,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第092籤.htm
93,第九十三吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤093a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤093b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\093\原文093.txt,第九十三吉 /  / 第九十三吉 / 日文漢字 / 日文漢字 / 有魚臨旱池,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第093籤.htm
94,第九十四半吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤094a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤094b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\094\原文094.txt,第九十四半吉 /  / 第九十四半吉 / 日文漢字 / 日文漢字 / 事忌樽前語,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第094籤.htm
95,第九十五吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤095a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤095b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\095\原文095.txt,第九十五吉 /  / 第九十五吉 / 日文漢字 / 日文漢字 / 第九十五吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第095籤.htm
96,第九十六大吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤096a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤096b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\096\原文096.txt,第九十六大吉 /  / 第九十六大吉 / 日文漢字 / 日文漢字 / 雞逐鳳同飛,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第096籤.htm
97,第九十七凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤097a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤097b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\097\原文097.txt,第九十七凶 /  / 第九十七凶 / 日文漢字 / 日文漢字 / 霧罩重樓屋,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第097籤.htm
98,第九十八凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤098a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤098b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\098\原文098.txt,第九十八凶 /  / 第九十八凶 / 日文漢字 / 日文漢字 / 欲理新絲亂,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第098籤.htm
99,第九十九大吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤099a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤099b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\099\原文099.txt,第九十九大吉 /  / 第九十九大吉 / 日文漢字 / 日文漢字 / 紅日當門照,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第099籤.htm
100,第一百籤凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤100a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤100b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\100\原文100.txt,第一百籤凶 /  / 第一百籤凶 / 日文漢字 / 日文漢字 / 祿走白雲間,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第100籤.htm
